Destination,Budget,Climate,Travel_Type,Best_Season,Duration_Days,Avg_Temperature,Avg_Cost,Rating,Crowd_Level,Accommodation_Type,Family_Friendly,Travel_Method
Jaipur,High,Hot,Historical,Winter,5,22°C,₹44338,1.16,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,1,27°C,₹39131,4.74,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,26°C,₹42418,1.66,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,4,23°C,₹40510,4.58,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,24°C,₹39408,3.71,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,25°C,₹44446,3.18,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,7,23°C,₹38894,2.77,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,22°C,₹41670,3.17,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,1,26°C,₹39897,3.44,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,23°C,₹36824,2.56,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,5,27°C,₹40830,2.0,Medium,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,9,22°C,₹40323,2.12,High,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,9,28°C,₹37077,1.9,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,4,23°C,₹44721,4.9,Medium,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,4,23°C,₹41807,4.7,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,25°C,₹35097,1.92,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,3,18°C,₹42168,2.69,Medium,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,5,23°C,₹36251,2.79,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,9,22°C,₹43643,3.85,High,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,8,23°C,₹42745,4.98,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,6,26°C,₹41629,3.48,High,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,2,23°C,₹37960,2.9,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,8,24°C,₹42815,1.09,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,6,24°C,₹43852,4.45,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,2,24°C,₹36348,3.9,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,2,25°C,₹35839,4.72,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,9,28°C,₹44248,1.33,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,9,22°C,₹35738,2.3,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,1,27°C,₹41702,2.6,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,25°C,₹40484,3.78,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,4,24°C,₹44526,3.6,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,1,26°C,₹37848,4.76,Medium,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,8,24°C,₹43191,4.66,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,2,28°C,₹43797,1.0,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,2,25°C,₹41706,2.87,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,25°C,₹37353,3.78,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,6,28°C,₹37651,1.25,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,6,24°C,₹38298,1.81,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,7,28°C,₹41473,4.63,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,1,23°C,₹43692,1.44,Low,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,5,25°C,₹39811,2.58,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,1,25°C,₹40299,2.82,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,4,22°C,₹40224,2.09,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,1,24°C,₹36171,4.36,Low,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,5,22°C,₹41222,3.24,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,3,27°C,₹38156,2.78,High,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,27°C,₹41768,4.55,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,2,22°C,₹44834,2.05,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,26°C,₹40985,4.78,Medium,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,5,22°C,₹40517,4.88,Medium,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,1,28°C,₹36152,1.55,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,7,22°C,₹39045,1.09,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,1,28°C,₹35100,2.15,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,9,22°C,₹35990,2.14,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,7,27°C,₹40425,4.76,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,5,27°C,₹40279,2.13,Low,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,8,28°C,₹41271,1.86,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,7,25°C,₹35150,2.0,Medium,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,26°C,₹44433,1.33,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,1,25°C,₹35380,2.22,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,3,25°C,₹39074,2.45,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,4,23°C,₹44150,1.62,Medium,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,5,25°C,₹38411,3.12,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,7,22°C,₹39260,2.03,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,28°C,₹44866,3.96,Low,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,2,26°C,₹43109,4.38,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,6,23°C,₹35587,4.05,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,1,27°C,₹35323,3.92,High,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,9,53°C,₹40363,3.68,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,9,25°C,₹41392,2.41,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,3,23°C,₹44524,2.98,High,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,3,23°C,₹40891,3.83,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,2,9°C,₹37835,2.7,Low,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,9,24°C,₹44979,2.8,High,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,8,27°C,₹40212,4.52,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,22°C,₹39749,3.07,Low,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,6,25°C,₹40536,1.82,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,27°C,₹42073,1.25,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,25°C,₹42063,2.2,High,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,23°C,₹35467,3.85,High,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,9,27°C,₹37078,4.42,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,26°C,₹35345,2.25,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,6,28°C,₹40784,4.21,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,7,26°C,₹43539,4.18,Medium,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,2,22°C,₹42995,3.94,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,7,27°C,₹38049,3.03,Low,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,7,23°C,₹35987,1.19,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,1,25°C,₹44995,2.37,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,27°C,₹36100,3.84,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,2,23°C,₹43136,1.13,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,2,24°C,₹37295,4.75,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,24°C,₹41712,4.82,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,27°C,₹35940,4.36,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,1,28°C,₹42452,3.61,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,6,24°C,₹39836,3.48,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,24°C,₹39789,1.01,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,24°C,₹35350,2.11,Medium,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,7,22°C,₹44118,3.77,High,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,5,23°C,₹36444,4.51,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,28°C,₹35369,4.06,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,3,22°C,₹37896,1.65,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,7,26°C,₹35890,4.03,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,5,26°C,₹38144,2.02,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,8,25°C,₹42209,2.19,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,4,22°C,₹41813,3.9,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,5,27°C,,1.67,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,25°C,₹38904,1.84,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,4,26°C,₹43350,1.66,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,8,23°C,₹42328,2.05,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,4,25°C,₹36813,4.71,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,3,27°C,₹40488,1.65,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,4,22°C,₹37462,3.65,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,8,27°C,₹43929,3.56,Medium,Resort,Yes,Car
Jaipur,,Hot,Historical,Winter,3,28°C,₹35890,1.39,Medium,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,5,25°C,₹44270,3.56,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,2,27°C,₹39983,3.42,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,6,24°C,₹40164,1.99,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,25°C,₹40165,4.49,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,7,22°C,₹41513,2.6,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,2,26°C,₹36338,2.36,Medium,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,6,25°C,₹35093,3.71,High,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,6,22°C,₹42022,3.57,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,5,25°C,₹42904,4.9,Low,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,9,22°C,₹38281,1.99,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,23°C,₹39947,2.69,High,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,1,23°C,₹38500,3.38,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,8,26°C,₹41994,2.63,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,4,26°C,₹43981,1.92,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,7,25°C,₹44502,3.33,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,28°C,₹36653,3.57,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,9,26°C,₹35781,4.74,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,5,25°C,₹39324,4.11,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,2,22°C,₹42495,3.13,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,3,27°C,₹43987,2.58,High,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,6,27°C,₹36866,1.91,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,2,22°C,₹44464,3.33,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,7,24°C,₹37763,1.32,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,2,24°C,₹40863,4.94,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,2,22°C,₹44168,1.2,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,9,23°C,₹36430,3.27,Medium,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,1,24°C,₹41586,4.34,Medium,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,4,23°C,₹41559,1.4,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,1,25°C,₹42247,2.07,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,5,23°C,₹40278,3.68,High,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,9,23°C,₹40896,2.12,High,Resort,No,
Jaipur,High,Hot,Historical,Winter,5,24°C,₹43493,1.3,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,1,26°C,₹41219,2.4,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,3,23°C,₹42599,1.9,High,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,2,25°C,₹36460,1.98,Medium,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,3,28°C,₹42085,4.35,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,7,22°C,₹35863,2.02,High,Resort,No,Train
Jaipur,,Hot,Historical,Winter,9,26°C,₹39010,4.48,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,9,28°C,₹41925,2.35,High,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,5,23°C,₹37246,3.47,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,2,27°C,₹41401,4.5,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,7,23°C,₹43876,4.94,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,9,28°C,₹41438,1.8,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,7,22°C,₹44008,2.29,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,1,58°C,₹37401,2.01,Medium,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,7,24°C,₹42112,1.88,Low,Hotel,Yes,Car
Jaipur,High,Hot,Historical,Winter,3,23°C,₹37342,4.54,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,8,22°C,₹38783,3.38,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,8,26°C,₹38521,3.89,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,4,28°C,₹42329,3.96,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,3,26°C,₹37127,3.48,Low,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,6,22°C,₹39682,4.53,Low,Hotel,No,Car
Jaipur,High,Hot,Historical,Winter,2,27°C,₹39861,4.7,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,7,23°C,₹41741,3.99,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,9,22°C,₹38908,1.06,High,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,7,28°C,₹38853,4.0,Medium,Resort,Yes,Train
Jaipur,High,Hot,Historical,Winter,7,,₹43174,1.31,Low,Resort,No,Car
Jaipur,High,Hot,Historical,Winter,9,26°C,₹36764,1.44,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,3,27°C,₹37476,1.66,High,Hotel,No,Train
Jaipur,High,Hot,Historical,Winter,4,27°C,₹43562,3.58,Low,Hotel,Yes,Train
Jaipur,High,Hot,Historical,Winter,3,22°C,₹42877,1.92,High,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,1,26°C,₹38883,1.36,Low,Resort,Yes,Car
Jaipur,High,Hot,Historical,Winter,5,24°C,₹39414,1.61,Low,Resort,No,Train
Jaipur,High,Hot,Historical,Winter,2,26°C,₹39916,4.23,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,4,22°C,₹27544,3.34,High,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,2,24°C,₹32195,3.39,High,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,8,27°C,₹34711,4.08,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,5,27°C,₹27499,1.58,Low,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,3,22°C,₹31169,2.7,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,7,28°C,₹32668,4.34,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,7,27°C,₹28063,1.5,High,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,2,24°C,₹33946,1.23,Low,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,6,26°C,₹27458,4.68,Medium,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,8,22°C,₹26897,2.65,Medium,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,9,28°C,₹33274,1.1,Low,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,1,24°C,₹31863,2.49,High,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,5,25°C,₹25235,1.5,Low,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,9,26°C,₹32209,3.17,Medium,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,9,23°C,₹27709,4.49,Low,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,1,24°C,₹34043,4.45,Medium,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,3,22°C,₹25460,1.95,Low,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,7,28°C,₹25384,1.7,Medium,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,4,26°C,₹33696,1.67,Low,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,4,22°C,₹30105,2.37,High,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,3,27°C,₹33241,4.36,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,5,27°C,₹31893,3.89,Medium,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,6,23°C,₹25722,3.19,High,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,1,23°C,₹30622,4.42,Medium,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,5,27°C,₹34773,3.45,Low,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,3,23°C,₹26101,4.26,Medium,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,6,28°C,₹34034,4.47,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,9,24°C,₹28112,3.83,High,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,3,22°C,₹28479,4.82,Low,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,2,27°C,₹31057,2.02,Low,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,9,22°C,₹32428,4.72,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,7,28°C,₹26236,3.52,Low,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,5,28°C,₹28958,4.33,Low,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,4,24°C,₹28629,4.4,Low,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,9,24°C,₹27150,2.5,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,6,22°C,₹27207,3.3,High,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,1,24°C,₹25627,1.74,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,9,24°C,₹32999,3.89,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,7,27°C,₹27622,2.24,High,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,4,22°C,₹31351,4.76,Medium,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,4,25°C,₹31816,3.47,Medium,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,8,28°C,₹31010,1.02,High,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,4,22°C,₹29742,2.0,High,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,9,27°C,₹31375,2.88,High,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,5,23°C,₹26825,3.52,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,2,22°C,₹33928,4.16,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,1,27°C,₹29909,2.97,Low,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,4,28°C,₹31820,2.01,Low,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,5,23°C,₹29934,4.73,Low,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,3,23°C,₹34086,3.11,Low,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,6,27°C,₹26396,3.74,Low,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,7,22°C,₹30039,1.89,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,7,25°C,₹33515,1.86,Low,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,4,23°C,₹33606,4.06,Medium,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,8,23°C,₹27303,4.87,Medium,Hotel,,Car
Agra,Medium,Hot,Historical,Winter,6,24°C,₹34005,3.47,Low,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,2,27°C,₹29060,1.12,High,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,2,28°C,₹30337,2.01,Medium,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,5,26°C,₹25755,3.63,High,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,5,28°C,₹27363,4.04,High,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,4,25°C,₹26555,1.87,High,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,3,25°C,₹25963,4.45,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,9,23°C,₹29764,1.48,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,9,27°C,,1.23,Low,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,7,26°C,₹32025,2.44,Low,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,8,26°C,₹27957,2.11,Medium,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,3,28°C,₹34527,4.98,Low,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,7,25°C,₹28777,2.15,Medium,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,5,23°C,₹26607,2.58,High,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,9,26°C,₹30384,1.82,High,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,4,23°C,₹27444,1.26,High,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,8,25°C,₹29609,2.06,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,3,23°C,₹30336,1.4,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,8,28°C,₹33316,4.22,Medium,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,4,24°C,₹32789,2.46,Low,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,7,24°C,₹27450,1.53,High,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,1,25°C,₹32825,1.36,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,3,25°C,₹28584,4.17,Medium,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,5,28°C,₹26097,2.06,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,8,23°C,₹28667,3.93,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,7,23°C,₹32539,1.6,High,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,4,28°C,₹31568,1.15,High,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,2,27°C,₹34102,2.9,Medium,Hotel,Yes,Car
Agra,Medium,Hot,Historical,Winter,2,26°C,₹28032,1.43,Low,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,9,27°C,₹34397,2.91,Low,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,4,28°C,₹32573,2.2,Low,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,8,25°C,₹29276,4.03,High,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,3,25°C,₹31743,4.63,High,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,4,26°C,₹31279,3.59,Medium,Resort,Yes,Car
Agra,Medium,Hot,Historical,Winter,7,26°C,₹31146,1.92,Low,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,8,22°C,₹25302,2.44,High,Resort,No,Train
Agra,Medium,Hot,Historical,Winter,9,22°C,₹28207,1.93,Medium,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,3,23°C,₹33913,1.02,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,3,22°C,₹33462,2.49,Medium,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,1,23°C,₹34048,1.52,Low,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,7,24°C,₹31355,1.33,Medium,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,7,26°C,₹32092,2.64,Medium,Resort,Yes,Train
Agra,Medium,Hot,Historical,Winter,9,24°C,₹28578,4.25,Low,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,2,22°C,₹34468,1.75,Medium,Hotel,,Car
Agra,Medium,Hot,Historical,Winter,6,26°C,₹34139,2.79,Low,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,5,26°C,₹34057,4.8,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,3,23°C,₹25787,2.73,High,Resort,No,Car
Agra,Medium,Hot,Historical,Winter,5,25°C,₹34733,4.61,Medium,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,2,25°C,₹28806,3.9,Medium,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,7,25°C,₹31581,4.77,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,7,22°C,₹29095,2.23,Low,Hotel,Yes,Train
Agra,Medium,Hot,Historical,Winter,3,24°C,₹30235,1.56,Medium,Hotel,No,Car
Agra,Medium,Hot,Historical,Winter,3,27°C,₹31576,3.53,Low,Hotel,No,Train
Agra,Medium,Hot,Historical,Winter,5,24°C,₹25431,1.42,Medium,Resort,No,Train
